CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8
22126;17148;47428;14050;1478;0;0;0
22128;16812;38388;13476;2061;0;0;0
22134;16280;21277;12816;17;0;0;0
22128;15840;12936;12292;15;0;0;0
22132;15640;12684;11997;16;0;0;0
22130;15501;12616;12050;19;0;0;0
22128;15451;12441;11732;19;0;0;0
22128;15088;12226;11488;16;0;0;0
22132;15952;13055;12413;16;0;0;0
22128;16400;35344;13148;15;0;0;0
22133;16967;12892;11689;49;0;0;0
22134;16397;12766;11414;19;0;0;0
22130;16020;12192;10735;22;0;0;0
22128;15988;12242;10800;20;0;0;0
22136;15865;12029;10501;23;0;0;0
22132;15785;11982;10504;18;0;0;0
22133;15538;11662;10213;22;0;0;0
54072;15118;11222;9620;22;0;0;0
54072;14694;10696;9187;28;0;0;0
54072;14284;10170;8696;23;0;0;0
54072;13936;9808;8240;152;0;0;0
54072;14216;9981;8505;31;0;0;0
54072;14770;10712;9242;26;0;0;0
54072;14877;10720;9140;24;0;0;0
22135;14655;10457;8962;26;0;0;0
22139;14490;10304;8742;27;0;0;0
22136;14789;10771;9124;25;0;0;0
22140;14380;10169;8550;27;0;0;0
54072;14500;10463;8810;24;0;0;0
54072;14316;10103;8573;25;0;0;0
54068;14968;10922;9353;25;0;0;0
54068;15896;11928;10549;22;0;0;0
22140;16568;12826;11442;17;0;0;0
54056;37436;40972;12739;2474;0;0;0
22137;54304;53808;13620;3458;0;0;0
54056;53512;53024;13490;3312;0;0;0
22140;58664;57728;13770;3937;0;0;0
22140;56176;54468;13666;3589;0;0;0
54058;54360;54068;13564;3498;0;0;0
54056;56112;54520;13605;3556;0;0;0
22138;56664;55880;13720;3620;0;0;0
22140;62624;62698;14046;4872;0;0;0
22144;64272;64776;15660;5190;0;0;0
22144;18660;65492;20576;5025;0;0;0
22138;18470;65464;15450;4499;0;0;0
22143;18218;63484;15001;4000;0;0;0
02.06.2023 11:36:17
21996;18592;65072;15648;15;0;0;0
21997;18329;62384;15274;16;0;0;0
21992;17877;57124;14786;15;0;0;0
21996;17537;53720;14384;15;0;0;0
21993;17184;44772;13892;18;0;0;0
21996;16672;35528;13168;20;0;0;0
22001;16368;13585;12742;17;0;0;0
21997;15870;12932;12185;18;0;0;0
21998;15321;12440;11646;15;0;0;0
22001;14808;11838;10977;23;0;0;0
22000;14350;11136;10399;17;0;0;0
22000;13788;10429;9672;22;0;0;0
22000;12936;9546;8730;30;0;0;0
22000;11972;8416;7600;41;0;0;0
22004;11284;7542;6596;11024;0;0;0
22005;10558;6582;5682;29772;0;0;0
22002;9890;5938;4987;48262;0;0;0
22002;9575;5612;4684;49746;0;0;0
22003;9147;4984;4023;47008;0;0;0
22005;8665;4545;3492;48377;0;0;0
22000;7834;3477;2514;49146;0;0;0
22008;6963;2610;1598;41780;0;0;0
22004;6231;1880;9;47024;0;0;0
22004;5620;1228;9;42288;0;0;0
53944;4754;10;9;42120;0;0;0
53944;3983;11;8;42084;0;0;0
53946;3135;11;10;41756;0;0;0
53944;2325;11;9;42847;0;0;0
53952;1301;10;10;43036;0;0;0
53952;12;10;9;43456;0;0;0
53948;10;11;9;43168;0;0;0
53946;1752;11;10;42889;0;0;0
53944;1230;11;10;43208;0;0;0
22012;10;12;9;43157;0;0;0
22016;14;10;9;43652;0;0;0
22010;13;10;8;43957;0;0;0
22012;14;10;8;44304;0;0;0
22012;15;8;7;44473;0;0;0
22015;14;7;7;44892;0;0;0
22015;14;6;8;45112;0;0;0
22012;14;5;10;45413;0;0;0
53936;17;4;19;46112;0;0;0
22008;16;13;40;46336;0;0;0
22008;17;30;6820;46760;0;0;0
53956;26;59;34916;46692;0;0;0
53944;37;8215;40420;47232;0;0;0
53942;43;16829;41004;47226;0;0;0
22012;48;35308;41056;47732;0;0;0
22016;9097;39876;41600;48032;0;0;0
22016;32706;40086;41784;48780;0;0;0
22016;43208;40060;41802;49285;0;0;0
22016;43532;40132;42032;49428;0;0;0
22016;43580;40120;42288;49500;0;0;0
22020;43992;40620;42700;50469;0;0;0
22022;44192;40837;43090;50764;0;0;0
22021;44424;41134;43130;51361;0;0;0
22021;44469;41318;43206;51434;0;0;0
22026;44948;41550;43552;52200;0;0;0
22021;45476;41639;43795;52544;0;0;0
22021;45650;42028;44336;52986;0;0;0
53961;45594;41826;43922;53784;0;0;0
53964;46248;42244;44340;54390;0;0;0
53964;46480;42324;44770;54930;0;0;0
53964;47044;42764;45256;55017;0;0;0
53968;47470;42970;45469;55904;0;0;0
53960;47908;43246;45758;56632;0;0;0
53972;47740;43144;45681;56175;0;0;0
53963;47725;43193;45834;56105;0;0;0
53973;47936;43312;46042;56562;0;0;0
22028;47932;43320;45992;56626;0;0;0
22026;47388;43342;45865;56284;0;0;0
22033;47924;43298;46182;57206;0;0;0
22025;48412;43770;46446;57596;0;0;0
22026;48033;43525;45989;57394;0;0;0
22032;47320;43126;45524;56046;0;0;0
22034;47302;43085;45616;56212;0;0;0
53976;47518;43064;45702;55867;0;0;0
53970;47524;42864;45474;55690;0;0;0
53972;47622;43266;45906;56148;0;0;0
53976;48012;43632;46038;56740;0;0;0
53972;48642;43934;46656;57900;0;0;0
53976;49328;44172;47073;58832;0;0;0
53976;49216;44177;47070;58848;0;0;0
53980;49802;44716;47634;60176;0;0;0
22033;49986;44959;47663;60336;0;0;0
22038;49274;44368;47160;58849;0;0;0
22038;48955;44132;46896;57842;0;0;0
22032;48250;43779;46674;57716;0;0;0
22040;48116;43609;46478;57328;0;0;0
22040;47656;43320;46116;56199;0;0;0
